Title,Translation,Color,Duration,Speaker,Nextsubtitle,Delaytonextsubtitle,Style
NETMESSAGE:gaichu wo kujo sita\n(harmful insects are exterminated.),gaichu wo kujo sita\n(消灭了害虫。),,,,,,
"NETMESSAGE:sikasi, komugiko ga hituyouda.\n(But, we need flour)","sikasi, komugiko ga hituyouda.\n(但是，我们需要面粉)",,,,,,
NETMESSAGE:komugi batake kara totte koyou\n(Let's take it from wheat fields.),komugi batake kara totte koyou\n(去麦田里弄一些吧),,,,,,
NETMESSAGE:nobasi bou wo tukatte kiji wo konero!!\n(Flatten the crust with the rolling pin!!),nobasi bou wo tukatte kiji wo konero!!\n(用擀面杖把面团擀平!!),,,,,,
NETMESSAGE:guzai wo irero!!\n(Put ingredients!!),guzai wo irero!!\n(放上配料!!),,,,,,
"NETMESSAGE:yoshi, atoha yaku dakeda!!\n(Well, all that's left is to bake!!)","yoshi, atoha yaku dakeda!!\n(好，接下来只要烤就行了!!)",,,,,,
NETMESSAGE:kamado ni hi wo tukeyou!!\n(Light fire in stove!!),kamado ni hi wo tukeyou!!\n(给炉灶生火!!),,,,,,
NETMESSAGE:grenade wo nagete karyoku wo agero!!\n(Use grenade for increasing firepower),grenade wo nagete karyoku wo agero!!\n(扔手榴弹增加火力!!),,,,,,
NETMESSAGE:iikangae ga aruzo!!\n(I have a good idea.),iikangae ga aruzo!!\n(我有个好主意!!),,,,,,
NETMESSAGE:are? ugokanai...?\n(What... does not work stove.),are? ugokanai...?\n(咦？动不了……？),,,,,,
NETMESSAGE:komugi wo kakuho sitazo!!\n(We got flour!!),komugi wo kakuho sitazo!!\n(我们弄到面粉了!!),,,,,,
"NETMESSAGE:tsugi ha cheese ga hituyou da!!\n(Next, we need cheese!!)",tsugi ha cheese ga hituyou da!!\n(接下来需要奶酪!!),,,,,,
NETMESSAGE:cheese souko he mukae.\n(Head to cheese storage.),cheese souko he mukae.\n(前往奶酪仓库。),,,,,,
NETMESSAGE:yatta zo!! yakiagaru no wo matou!!\n(We got it!! Wait for pizza to be baked!!),yatta zo!! yakiagaru no wo matou!!\n(搞定了!! 等着烤好!!),,,,,,
NETMESSAGE:dekiagari!!\n(Finished!!),dekiagari!!\n(完成了!!),,,,,,
NETMESSAGE:cheese wo teniireta.\n(We got cheese.),cheese wo teniireta.\n(我们弄到了奶酪。),,,,,,
NETMESSAGE:... kusai.\n(...stink),... kusai.\n(……真臭),,,,,,
NETMESSAGE:ato ha guzai wo teniire nakereba.\n(...And We must get foodstuff now.),ato ha guzai wo teniire nakereba.\n(……接下来得弄到配料。),,,,,,
NETMESSAGE:Weapon Updated!!,武器已更新!!,,,,,,
NETMESSAGE:junbi ha totonotta!!\n(Preparations are completed!!),junbi ha totonotta!!\n(准备就绪!!),,,,,,
NETMESSAGE:pizza wo tukuru zo!!\n(Let's make pizza!!),pizza wo tukuru zo!!\n(来做披萨吧!!),,,,,,
NETMESSAGE:kinnkyuu jitai da!!\n(We got a situation!!),kinnkyuu jitai da!!\n(情况紧急!!),,,,,,
NETMESSAGE:pizza wo nerau bakemono ga kuru zo!!\n(The monsters tracking down pizza are incoming!!),pizza wo nerau bakemono ga kuru zo!!\n(冲着披萨来的怪物要来了!!),,,,,,
NETMESSAGE:senmetsu siro!!\n(Kill them all!!),senmetsu siro!!\n(全灭他们!!),,,,,,
NETMESSAGE:kita kara kuruzo!!\n(Incoming from the north!!),kita kara kuruzo!!\n(从北边来了!!),,,,,,
NETMESSAGE:... kita tte dotti dakke?\n(... Which way is the north?),... kita tte dotti dakke?\n(……北边是哪边来着？),,,,,,
"NETMESSAGE:hint. taiyou no houkou.\n(Hint, the direction of the sun.)",hint. taiyou no houkou.\n(提示：太阳的方向。),,,,,,
"NETMESSAGE:oo, kocchi ka.\n(oh yeah, this way.)","oo, kocchi ka.\n(哦，这边啊。)",,,,,,
NETMESSAGE:security system hatudou!!\n(security system activated!!),security system hatudou!!\n(安全系统启动!!),,,,,,
NETMESSAGE:nishi kara mo kuruzo!!\n(Incoming from the west!!),nishi kara mo kuruzo!!\n(从西边也来了!!),,,,,,
NETMESSAGE:kyou teki ga kitazo!!\n(The big one appeared!!),kyou teki ga kitazo!!\n(大敌出现了!!),,,,,,
NETMESSAGE:katta zo!!\n(Victory!!),katta zo!!\n(赢了!!),,,,,,
NETMESSAGE:teki ha zenmetsu sita zo!!\n(The enemies were exterminated!!),teki ha zenmetsu sita zo!!\n(敌人全灭!!),,,,,,
NETMESSAGE:haitatsu no junbi da!!\n(Prepare for delivery!!),haitatsu no junbi da!!\n(准备配送!!),,,,,,
"NETMESSAGE:michi ha kitto kewashii zo!!\n(Maybe, the road has many turns!!)",michi ha kitto kewashii zo!!\n(路途一定很艰险!!),,,,,,
"NETMESSAGE:daga kessite akirameru na!!\n(But, never say never!!)",daga kessite akirameru na!!\n(但绝不能放弃!!),,,,,,
NETMESSAGE:... okyaku san ha matteiru zo.\n(... The customer is waiting for you.),... okyaku san ha matteiru zo.\n(……客人还在等着呢。),,,,,,
"NETMESSAGE:ehehe, pizza tanoshimi danaa.\n(hehe, I can't wait for pizza.)","ehehe, pizza tanoshimi danaa.\n(嘿嘿，好期待披萨啊。)",,,,,,
NETMESSAGE:koitsu wo taose!!\n(Kill it!!),koitsu wo taose!!\n(打倒这家伙!!),,,,,,
"NETMESSAGE:samonaito, enen to nakama wo yobu zo!!\n(Or, it call reainforcement endlessly!!)","samonaito, enen to nakama wo yobu zo!!\n(否则它会没完没了地叫同伴!!)",,,,,,
NETMESSAGE:u-nto tokubetsu na pizza tanonjaou tto.\n(I'll order delivering extraordinary pizza. yeah.),u-nto tokubetsu na pizza tanonjaou tto.\n(嗯…那咱们就点一份特别披萨吧。),,,,,,
"NETMESSAGE:toriahezu, okujou ni demo itte miruka....\n(For now, let's go to roof.)","toriahezu, okujou ni demo itte miruka....\n(总之，先去天台看看吧……)",,,,,,
